line_id,station_code
1402,674148
1402,674162
1402,677574
1402,677623
1402,677728
1402,677729
1402,677753
1402,677855
1402,678013
1404,673833
1404,673834
1404,673836
1404,673837
1404,673838
1404,673839
1404,673840
1404,673841
1404,673890
1404,673925
1404,673926
1404,673927
1404,673929
1404,673930
1410,673833
1410,673834
1410,673835
1410,673836
1410,673837
1410,673838
1410,673839
1410,673840
1410,673841
1410,673925
1410,673927
1410,678106
1411,674339
1411,674345
1411,674346
1411,674347
1411,674348
1411,674354
1411,674355
1411,674407
1411,674408
1411,674472
1411,674473
1411,674475
1411,674476
1411,674477
1411,674478
1411,674479
1411,674480
1411,674481
1411,674482
1411,674494
1411,674495
1411,674496
1411,674497
1411,674501
1411,674502
1411,674504
1411,674505
1411,674506
1411,678249
1412,674407
1412,674472
1412,674477
1412,674478
1412,674479
1412,674480
1412,674481
1412,674482
1412,674483
1412,674484
1412,674485
1412,674486
1412,674487
1412,674488
1412,674489
1412,674490
1412,674491
1412,674492
1412,674493
1412,674494
1412,674495
1412,674496
1412,674497
1412,674498
1412,674499
1412,674500
1412,674501
1412,674502
1412,674503
1412,674504
1412,674505
1412,674506
1412,674507
1412,674508
1412,674509
1412,674510
1412,674511
1412,674512
1416,674407
1416,674472
1416,674475
1416,674476
1416,674478
1416,674479
1416,674480
1416,674481
1416,674482
1416,674483
1416,674484
1416,674485
1416,674486
1416,674487
1416,674488
1416,674489
1416,674490
1416,674491
1416,674492
1416,674493
1416,674494
1416,674495
1416,674496
1416,674497
1416,674498
1416,674499
1416,674500
1416,674501
1416,674502
1416,674503
1416,674504
1416,674505
1416,674506
1416,674507
1429,673594
1429,673609
1429,673610
1429,673647
1429,673758
1429,673760
1429,673762
1429,673763
1429,673765
1429,673854
1429,673855
1429,673865
1429,673886
1429,673887
1429,673889
1429,673971
1429,673972
1429,673973
1429,673975
1429,673976
1429,673977
1429,673978
1429,673979
1429,673980
1429,673981
1429,673983
1429,673984
1429,673985
1429,673987
1429,673988
1429,673989
1429,673990
1429,673992
1429,673995
1429,673996
1429,673997
1429,673998
1429,674000
1429,674001
1429,674002
1429,674003
1429,674004
1429,677812
1429,677845
1429,678106
1429,678185
1430,673591
1430,673592
1430,673593
1430,673594
1430,673609
1430,673610
1430,673647
1430,673758
1430,673760
1430,673762
1430,673763
1430,673765
1430,673854
1430,673855
1430,673856
1430,673865
1430,673884
1430,673885
1430,673886
1430,673887
1430,673889
1430,673969
1430,673970
1430,673971
1430,673972
1430,673973
1430,673974
1430,673975
1430,673976
1430,673977
1430,673978
1430,673979
1430,673980
1430,673981
1430,673983
1430,673984
1430,673985
1430,677812
1430,677845
1430,678106
1430,678185
1431,673609
1431,673610
1431,673611
1431,673612
1431,673613
1431,673614
1431,673615
1431,673616
1431,673617
1431,673618
1431,673619
1431,673620
1431,673621
1431,673862
1432,674266
1432,674357
1432,674358
1432,674359
1432,674401
1432,674402
1432,674403
1432,674404
1432,677837
1434,674266
1434,674401
1434,674402
1434,674403
1434,674404
1437,674266
1437,674357
1437,674358
1437,674359
1437,674401
1437,674402
1437,674403
1437,674404
1437,677837
1437,678137
1462,673986
1462,674007
1462,674008
1462,674009
1462,674177
1462,674194
1462,674195
1462,674196
1462,674197
1462,674198
1462,674199
1462,674200
1462,674201
1462,674202
1462,674203
1462,674204
1474,673807
1474,673870
1474,673871
1474,673872
1474,673873
1474,673874
1474,673875
1474,673890
1474,673913
1474,673914
1474,673915
1474,673916
1474,673917
1474,673918
1474,673919
1474,673920
1474,673921
1474,673922
1474,673923
1474,673924
1474,673928
1474,673931
1474,673933
1474,673934
1474,673935
1474,673936
1474,673970
1474,673971
1474,673972
1474,673973
1474,673985
1474,674007
1474,674008
1474,674009
1474,674177
1474,674178
1474,674179
1474,674180
1474,674181
1474,674182
1474,674183
1474,674184
1474,674185
1474,674209
1474,674210
1474,674215
1474,674216
1474,674217
1474,674218
1474,674219
1474,674220
1474,674221
1474,674222
1474,674223
1476,673807
1476,673818
1476,673870
1476,673871
1476,673872
1476,673873
1476,673874
1476,673875
1476,673890
1476,673913
1476,673914
1476,673915
1476,673916
1476,673917
1476,673918
1476,673919
1476,673920
1476,673921
1476,673922
1476,673923
1476,673924
1476,673928
1476,673931
1476,673932
1476,673933
1476,673934
1476,673935
1476,673936
1476,673970
1476,673971
1476,673972
1476,673973
1476,674185
1476,674209
1476,674210
1476,674211
1476,674212
1476,674213
1476,674214
1476,674215
1476,674216
1476,674217
1476,674218
1476,674219
1476,674220
1476,674221
1476,674222
1476,674223
1484,673609
1484,673610
1484,673762
1484,673763
1484,673765
1484,673865
1484,673869
1484,673892
1484,673894
1484,673896
1484,673903
1484,673904
1484,673905
1484,673906
1484,673907
1484,673908
1484,673909
1484,673910
1484,673911
1484,673912
1484,677812
1484,677831
1495,673381
1495,673382
1495,673383
1495,673384
1495,673385
1495,673386
1495,673387
1495,673388
1495,673406
1495,673407
1495,673452
1495,673453
1495,673454
1495,673455
1495,673456
1495,673457
1495,673458
1495,673459
1495,673534
1495,673538
1495,673539
1495,673540
1495,673541
1495,677821
1497,673380
1497,673381
1497,673382
1497,673383
1497,673384
1497,673385
1497,673386
1497,673387
1497,673388
1497,673389
1497,673390
1497,673391
1497,673392
1497,673393
1497,673394
1497,673395
1497,673396
1497,673397
1497,673398
1497,673399
1497,673400
1497,673401
1497,677821
1498,673380
1498,673381
1498,673382
1498,673383
1498,673384
1498,673385
1498,673386
1498,673387
1498,673388
1498,673406
1498,673407
1498,673408
1498,673538
1498,673539
1498,673540
1498,673541
1498,677821
1517,673534
1517,673535
1517,673536
1517,673537
153,675164
153,675236
153,675325
153,675435
153,675441
153,675442
153,675443
153,675444
153,675445
153,675447
153,675464
153,675466
153,675467
153,675477
153,675478
153,675479
153,675480
153,675481
153,675482
153,675488
153,675489
153,675507
153,675508
153,675509
153,675510
153,675511
153,675512
153,675513
153,675514
153,676022
153,676023
153,676061
153,676729
153,677839
1538,673217
1538,673218
1538,673219
1538,673220
1538,673221
1538,673222
1538,673223
1538,673224
1538,673225
1538,673226
1538,673227
1538,673228
1538,673229
1538,673234
1538,673305
1538,673443
1538,673865
1538,677814
1538,677829
1538,678229
1543,673216
1543,673217
1543,673218
1543,673219
1543,673220
1543,673221
1543,673222
1543,673223
1543,673224
1543,673225
1543,673226
1543,673227
1543,673228
1543,673229
1543,673443
1543,673566
1543,673569
1543,673570
1543,673647
1543,673761
1543,673762
1543,673865
1543,677814
1543,677829
1543,677917
1543,678229
1547,673583
1547,673585
1547,673586
1547,673609
1547,673610
1547,673611
1547,673622
1547,673740
1547,673741
1547,673742
1547,673743
1547,673744
1547,673745
1547,673746
1547,673747
1547,673748
1547,673749
1547,673750
1547,673751
1547,673754
1547,673755
1547,673756
1547,673757
1547,673759
1547,673767
1547,673768
1547,673769
1547,673770
1547,673771
1547,673772
1547,673773
1547,673774
1547,673775
1547,673776
1547,673777
1547,673778
1547,673783
1547,673784
1547,673785
1547,673870
1547,673872
1547,673875
1547,677809
1547,677812
1547,677814
1547,677816
1547,677833
1548,673609
1548,673622
1548,673767
1548,673768
1548,673769
1548,673770
1548,673771
1548,673772
1548,673773
1548,673774
1549,673583
1549,673585
1549,673586
1549,673607
1549,673608
1549,673609
1549,673611
1549,673622
1549,673747
1549,673748
1549,673750
1549,673751
1549,673766
1549,673767
1549,673768
1549,673769
1549,673770
1549,673771
1549,673772
1549,673773
1549,673774
1549,673775
1549,673783
1549,673784
1549,673798
1549,673870
1549,673913
1549,673936
1549,677809
1549,677812
1549,677814
1549,677816
1553,675201
1553,676227
1553,676228
1553,676229
1553,676230
1553,676233
1553,676234
1553,676235
1553,676240
1553,676241
1553,676242
1553,676243
1553,676244
1553,676245
1553,676246
1553,676247
1553,676248
1553,676249
1553,676250
1553,676251
1553,676252
1553,676259
1553,676260
1553,676339
1553,676526
1553,676542
1553,676543
1553,676544
1553,676545
1553,676546
1553,676548
1553,676598
1553,676599
1553,676600
1553,676601
1553,676602
1553,676603
1553,676606
1553,676607
1553,676608
1553,676609
1553,676610
1553,676611
1553,676612
1553,676617
1553,676618
1553,676625
1553,676904
1553,676905
1553,677799
1557,676227
1557,676228
1557,676229
1557,676230
1557,676233
1557,676234
1557,676235
1557,676240
1557,676241
1557,676242
1557,676243
1557,676244
1557,676245
1557,676246
1557,676247
1557,676248
1557,676249
1557,676250
1557,676251
1557,676252
1557,676259
1557,676260
1557,676261
1557,676264
1557,676339
1557,676544
1557,676545
1557,676546
1557,676548
1557,676598
1557,676599
1557,676601
1557,676602
1557,676603
1557,676606
1557,676607
1557,676608
1557,676609
1557,676610
1557,676611
1557,676612
1557,676617
1557,676618
1557,676625
1577,675770
1577,675771
1577,675893
1577,675894
1577,675910
1577,675912
1577,675913
1577,675914
1577,675915
1577,675916
1577,675954
1577,675955
1577,675956
1577,675957
1577,675958
1577,675959
1577,675960
1577,675961
1577,675962
1577,675963
1577,675964
1577,676720
1577,676721
1577,676813
1577,676819
1577,677965
1579,675676
1579,675686
1579,675687
1579,675688
1579,675714
1579,675715
1579,675721
1579,675722
1579,675742
1579,675743
1579,675788
1579,675862
1579,675863
1579,675864
1579,675865
1579,675866
1579,675867
1584,675185
1584,675743
1584,675744
1584,675745
1584,675816
1584,675817
1584,675818
1584,675819
1584,675820
1584,675822
1584,675823
1584,675824
1584,675844
1584,675849
1584,675850
1584,675851
1584,675852
1584,675880
1584,675881
1584,675882
1584,675883
1584,675884
1584,675885
1584,675886
1584,675887
1584,675888
1584,675889
1584,675890
1584,675891
1584,675892
1585,675749
1585,675750
1585,675751
1585,675752
1585,675753
1585,675755
1585,675756
1585,675757
1585,675758
1585,675759
1585,675760
1585,675772
1585,675773
1585,675774
1585,675812
1585,675813
1585,675814
1585,675815
1585,675816
1585,675825
1585,675852
1589,675652
1589,675743
1589,675744
1589,675745
1589,675746
1589,675747
1589,675748
1589,675749
1589,675750
1589,675751
1589,675752
1589,675779
1589,675780
1589,675781
1589,675782
1589,675783
1589,675788
1589,675789
1589,675792
1589,675838
1589,675839
1589,675841
1589,675842
1589,675843
1589,675847
1589,675848
1589,675849
1589,675850
1589,675851
1589,675852
1589,675853
1589,675857
1589,675859
1589,675861
1589,677763
1589,677884
1590,675185
1590,675844
1590,675849
1590,675850
1590,675851
1590,675852
1590,675887
1590,675888
1590,675889
1590,675890
1590,675891
1590,675892
1590,677860
1591,677011
1591,677012
1591,677013
1591,677014
1591,677015
1591,677016
1591,677017
1591,677018
1591,677019
1591,677021
1591,677022
1591,677023
1591,677024
1591,677025
1602,675546
1602,677065
1602,677069
1602,677070
1602,677071
1602,677072
1602,677073
1602,677074
1602,677075
1602,677082
1602,677083
1602,677084
1602,677085
1602,677086
1602,677104
1602,677890
1602,678030
1619,677026
1619,677028
1619,677030
1619,677056
1619,677057
1619,677058
1619,677059
1619,677060
1619,677061
1619,677064
1619,677065
1619,677072
1619,677073
1619,677074
1619,677075
1619,677082
1619,677083
1619,677084
1619,677085
1619,677086
1619,677104
1619,678029
1619,678030
1625,677026
1625,677027
1625,677028
1625,677030
1625,677056
1625,677057
1625,677058
1625,677059
1625,677076
1625,677077
1625,677078
1625,677079
1625,677080
1625,677081
1625,677082
1625,677083
1625,677084
1625,677085
1625,677086
1625,677104
1635,675541
1635,675544
1635,675545
1635,675546
1635,675664
1636,675628
1636,675646
1636,675647
1636,675648
1636,675658
1636,675713
1636,675731
1636,675735
1636,675736
1636,675737
1636,675739
1636,677056
1636,677057
1636,677058
1636,677059
1636,677060
1636,677061
1636,677062
1636,677063
1636,677064
1636,677065
1636,677066
1636,677067
1636,677068
1641,675628
1641,675646
1641,675647
1641,675648
1641,675658
1641,675713
1641,675735
1641,677026
1641,677058
1641,677059
1641,677061
1641,677062
1641,677063
1641,677064
1641,677065
1641,677066
1641,677067
1641,677068
1642,675723
1642,675724
1642,675725
1642,677006
1642,677007
1642,677008
1642,677009
1642,677010
1642,677011
1642,677014
1642,677015
1642,677016
1642,677017
1642,677018
1642,677019
1642,677021
1642,677022
1642,677023
1642,677024
1642,677025
1642,677026
1642,677028
1642,677030
1642,678029
1643,677008
1643,677009
1643,677010
1643,677011
1643,677014
1643,677015
1643,677016
1643,677017
1643,677018
1643,677019
1643,677021
1643,677023
1643,677024
1643,677025
1643,677026
1643,677027
1643,677028
1643,677030
1643,678029
1646,677008
1646,677010
1646,677011
1646,677014
1646,677015
1646,677016
1653,677008
1653,677009
1653,677010
1653,677011
1653,677014
1653,677032
1653,677041
1653,677042
1653,677045
1653,677046
1653,677047
1653,677048
1653,677049
1653,677050
1653,677051
1653,677052
1653,677053
1653,677054
1653,677055
1654,677021
1654,677022
1654,677043
1654,677044
1654,677046
1655,677008
1655,677009
1655,677010
1655,677011
1655,677014
1655,677032
1655,677044
1655,677046
1655,677047
1655,677048
1655,677051
1655,677052
1655,677053
1655,677054
1655,677055
1656,676063
1656,676064
1656,676065
1656,676066
1656,676091
1656,676092
1656,676093
1656,676094
1656,676112
1656,676113
1656,676114
1656,676116
1656,676973
1657,676091
1657,676092
1657,676093
1657,676094
1657,676095
1657,676096
1657,676097
1657,676098
1657,676099
1657,676100
1657,676101
1657,676102
1657,676103
1657,676104
1657,676107
1657,676108
1657,676109
1657,676110
1657,676111
1657,676112
1657,676113
1657,676114
1657,676116
1657,676117
1657,676118
1657,676119
1659,676063
1659,676064
1659,676065
1659,676066
1659,676067
1659,676068
1659,676070
1659,676071
1659,676072
1659,676073
1659,676074
1659,676075
1659,676076
1659,676077
1659,676078
1659,676079
1659,676080
1659,676081
1659,676082
1659,676083
1659,676084
1659,676085
1659,676086
1659,676087
1659,676088
1659,676089
1659,676090
1659,676091
1659,676092
1659,676093
1659,676094
1659,676095
1659,676096
1659,676097
1659,676098
1659,676099
1659,676100
1659,676101
1659,676102
1659,676103
1659,676104
1659,676107
1659,676108
1659,676109
1659,676110
1659,676111
1659,676112
1659,676113
1659,676115
1659,676116
1659,676117
1659,676118
1659,676119
1659,676973
1659,677827
1660,676073
1660,676074
1660,676091
1660,676092
1660,676093
1660,676094
1660,677827
1662,676063
1662,676064
1662,676065
1662,676066
1662,676067
1662,676068
1662,676070
1662,676071
1662,676072
1662,676073
1662,676074
1662,676075
1662,676076
1662,676077
1662,676078
1662,676079
1662,676080
1662,676081
1662,676082
1662,676083
1662,676084
1662,676085
1662,676086
1662,676087
1662,676088
1662,676089
1662,676090
1662,676091
1662,676092
1662,676973
1662,677755
1662,677827
1663,676066
1663,676067
1663,676068
1663,676070
1663,676071
1663,676072
1663,676073
1663,677827
1664,675145
1664,675146
1664,675161
1664,675893
1664,676068
1664,676069
1664,676070
1664,676071
1664,676072
1664,676073
1664,676074
1664,676075
1664,676076
1664,676077
1664,676078
1664,676079
1664,676080
1664,676081
1664,676082
1664,676083
1664,676084
1664,676085
1664,676086
1664,676087
1664,676088
1664,676089
1664,676090
1664,676091
1664,676092
1664,676791
1664,676813
1664,676998
1664,677099
1664,677100
1664,677101
1664,677102
1664,677103
1664,677755
1664,677762
1664,677763
1664,677827
1664,677966
1668,677123
1668,677175
1668,677176
1668,677177
1668,677178
1668,677179
1668,677180
1668,677181
1668,677182
1668,677183
1668,677184
1668,677185
1668,677186
1668,677187
1668,677198
1668,677199
1668,677200
1668,677201
1668,677202
1668,677203
1671,677123
1671,677175
1671,677176
1671,677177
1671,677178
1671,677179
1671,677180
1671,677181
1671,677182
1671,677183
1671,677192
1671,677193
1671,677194
1671,677195
1671,677196
1671,677197
1672,677096
1672,677097
1672,677105
1672,677107
1672,677108
1672,677109
1672,677110
1672,677111
1672,677112
1672,677113
1672,677114
1672,677115
1672,677118
1672,677119
1672,677120
1672,677121
1672,677122
1673,677096
1673,677097
1673,677105
1673,677107
1673,677108
1673,677109
1673,677110
1673,677111
1673,677112
1673,677113
1673,677114
1673,677115
1673,677116
1673,677117
1673,677118
1673,677119
1673,677120
1673,677121
1673,677122
1690,675201
1690,676904
1690,677123
1690,677127
1690,677308
1690,677363
1690,677364
1690,677761
1700,676246
1700,676247
1700,676248
1700,676249
1700,676250
1700,676312
1700,676313
1700,676314
1700,676315
1700,676316
1700,676317
1700,676320
1700,676321
1700,676322
1700,676323
1700,676324
1700,676325
