line_id,corporation,sample_name,sample_pairs_count,stop_count
2838,西鉄バス,西鉄バス・２７・普通・製鉄飛幡門行,27,32
2851,西鉄バス,西鉄バス・８０・普通・中央埠頭・クルーズＣ行,6,12
2852,西鉄バス,西鉄バス・１５１・普通・皿山－自動車免許試験場・柏原営行,14,27
2860,西鉄バス,西鉄バス・３２・普通・川瀬－福島・八女営行,29,28
2862,西鉄バス,西鉄バス・ＢＲＴ・快速・天神－国際会議場前マリンメッセ前・中央埠頭行,14,11
2873,西鉄バス,西鉄バス・１７・普通・六本松－薬院・博多駅行,5,21
2875,西鉄バス,西鉄バス・３・普通・西新－早良高・脇山小前行,10,22
2879,西鉄バス,西鉄バス・３・普通・荒江－野芥－早良高・脇山小前行,32,36
2882,西鉄バス,西鉄バス・２７・普通・製鉄飛幡門行,26,31
2887,西鉄バス,西鉄バス・２９Ｎ・普通・名島ランプ－城浜団地－南公園・ＩＣ照葉行,1,2
2906,西鉄バス,西鉄バス・５・普通・新生・佐谷行,10,21
2911,西鉄バス,西鉄バス・４５・普通・昇町－井尻駅－諸岡－山王・博多駅行,2,17
2912,西鉄バス,西鉄バス・４５・普通・諸岡－山王・博多駅行,3,18
2913,西鉄バス,西鉄バス・４４・普通・諸岡－山王・博多駅行,7,17
2914,西鉄バス,西鉄バス・４５・普通・女学院－井尻駅－諸岡－山王・博多駅行,6,19
2919,西鉄バス,西鉄バス・４６・普通・竹下－博多駅－キャナル－天神・天神行,2,5
2920,西鉄バス,西鉄バス・４６・普通・宮竹・福岡徳洲会病院行,14,14
2928,西鉄バス,西鉄バス・６６・普通・百年橋・博多駅行,5,11
2929,西鉄バス,西鉄バス・６６・普通・中尾二・国立福岡病院行,13,22
293,西鉄バス,西鉄バス・１９・普通・六本松－薬院－博多駅・中央埠頭行,6,15
2945,西鉄バス,西鉄バス・５・普通・Ｔジョイ方面・ゆめタウン方面行,8,6
2962,西鉄バス,西鉄バス・１－５・普通・中村－拾六町団地・野方行,1,8
2967,西鉄バス,西鉄バス・１－４・普通・外環状－西体育館－橋本駅・野方行,28,16
2972,西鉄バス,西鉄バス・２－３・普通・西鉄二日市駅行,15,13
2988,西鉄バス,西鉄バス・２５・普通・千本杉・西鉄久留米行,8,16
2991,西鉄バス,西鉄バス・３７・普通・月隈団地－福岡空港前－空港通・博多駅行,24,27
2994,西鉄バス,西鉄バス・２０４・普通・橋本－原－六本松－国体道路・天神・博多駅行,2,6
2995,西鉄バス,西鉄バス・５０６・普通・生松台団地・野方行,15,26
2998,西鉄バス,西鉄バス・２１４・普通・原－六本松－薬院駅・博多駅行,18,26
3002,西鉄バス,西鉄バス・３・普通・椎原行,22,20
3004,西鉄バス,西鉄バス・１４０・普通・茶山－六本松－美術館－明治通り・天神行,3,4
3008,西鉄バス,西鉄バス・無番・普通・野芥・西油山Ｈ行,6,6
3017,西鉄バス,西鉄バス・普通・長丘高宮循環バス・西鉄高宮駅東口行,34,23
3028,西鉄バス,西鉄バス・普通・西鉄高宮駅東口行,10,19
3029,西鉄バス,西鉄バス・普通・西鉄高宮駅東口行,3,4
3031,西鉄バス,西鉄バス・６・普通・西町・西鉄久留米行,13,11
3033,西鉄バス,西鉄バス・２・普通・通町－神田脇・三池中町行,1,7
3039,西鉄バス,西鉄バス・１－６・普通・生松台団地・野方行,26,24
3049,西鉄バス,西鉄バス・８・普通・従業員入口側－運行・イオンモール大牟田行,1,3
3053,西鉄バス,西鉄バス・２０・普通・千本杉・西鉄久留米行,8,33
3059,西鉄バス,西鉄バス・５５・普通・西鉄久留米－市役所前・ＪＲ久留米駅行,27,37
3068,西鉄バス,西鉄バス・９１・普通・中井口－戸畑駅－中央二－西本町・西鉄黒崎ＢＣ行,65,55
3070,西鉄バス,西鉄バス・普通・長丘高宮循環バス・下長尾行,5,10
3075,西鉄バス,西鉄バス・２３・普通・大蔵・高美台行,23,33
3080,西鉄バス,西鉄バス・２１Ｂ・普通・奈多－雁の巣－ＩＣ・天神行,8,11
3101,西鉄バス,西鉄バス・２５・普通・庄山行,25,22
3102,西鉄バス,西鉄バス・５５－１・普通・通町－大牟田駅－市立病院－動物園前・西鉄大牟田営行,49,34
3104,西鉄バス,西鉄バス・７７・普通・トリアス久山行,9,22
3105,西鉄バス,西鉄バス・２７０・普通・トリアス久山行,20,27
3108,西鉄バス,西鉄バス・１－１・普通・西鉄二日市駅行,27,18
3112,西鉄バス,西鉄バス・２・普通・天神三行,1,3
3113,西鉄バス,西鉄バス・１５２・普通・野間四角－清水町－渡辺通一・天神行,1,2
3117,西鉄バス,西鉄バス・５５・普通・松本池・桧原営行,5,23
3118,西鉄バス,西鉄バス・５５・普通・長住六行,19,25
312,西鉄バス,西鉄バス・２００・普通・国体道路－六本松－飯倉－野芥・さわら台団地行,7,16
3122,西鉄バス,西鉄バス・２２Ｎ・普通・香椎照葉Ｃマークス前行,2,8
3123,西鉄バス,西鉄バス・４７－１・特快・大橋－老司－片縄・那珂川営行,3,9
3130,西鉄バス,西鉄バス・２７・普通・桂川駅－嘉穂総合高・西鉄大隈行,36,35
3131,西鉄バス,西鉄バス・２７・普通・碓井桂川役場－桂川駅・飯塚ＢＴ行,44,41
3132,西鉄バス,西鉄バス・８・普通・八丁牟田－水田天満宮恋木神社前・羽犬塚駅西口行,47,34
3133,西鉄バス,西鉄バス・１２・普通・漆生・西鉄大隈行,35,33
3134,西鉄バス,西鉄バス・１２・普通・飯塚－新飯塚・西鉄飯塚営行,2,12
3136,西鉄バス,西鉄バス・１２・普通・山野－稲築才田・西鉄大隈行,16,22
3137,西鉄バス,西鉄バス・２３・普通・善導寺－田主丸駅・田主丸そよ風ホール行,43,36
3142,西鉄バス,西鉄バス・５２・普通・松本池・桧原営行,15,16
3145,西鉄バス,西鉄バス・１・普通・小竹－頴田支所・赤池工業団地行,31,27
3146,西鉄バス,西鉄バス・２２・普通・北野・今村天主堂行,35,30
3147,西鉄バス,西鉄バス・２１・普通・今村天主堂行,8,18
3150,西鉄バス,西鉄バス・普通・太宰府高行,17,11
317,西鉄バス,西鉄バス・２００・快速・六本松－国体道路・天神・博多駅行,5,17
3170,西鉄バス,西鉄バス・２０・普通・吉井営行,12,16
3171,西鉄バス,西鉄バス・２０・普通・西鉄久留米－荘島・ＪＲ久留米駅行,15,20
3172,西鉄バス,西鉄バス・２０－２・普通・千本杉－善導寺・ローソン常持店前行,8,22
3191,西鉄バス,西鉄バス・９６・普通・西新・藤崎行,23,32
3194,西鉄バス,西鉄バス・急行・大里ＲＰ－都高富野小・小倉駅ＢＣ行,14,17
3209,西鉄バス,西鉄バス・４２・普通・西鉄大橋駅行,7,14
3210,西鉄バス,西鉄バス・４２・普通・西鉄大橋駅行,7,11
3215,西鉄バス,西鉄バス・４０・普通・戸畑区役所－浅生通－戸畑駅・製鉄飛幡門行,27,29
3217,西鉄バス,西鉄バス・９２・普通・中原－魚町・砂津行,12,12
3218,西鉄バス,西鉄バス・７・普通・七条－下到津－竪町－魚町・砂津行,14,14
323,西鉄バス,西鉄バス・普通・早良営行,4,4
3231,西鉄バス,西鉄バス・２・普通・野中・西鉄久留米行,12,12
3245,西鉄バス,西鉄バス・９２・普通・営団入口－富野小・大谷池行,28,28
3248,西鉄バス,西鉄バス・特快・連節バス・砂津行,7,10
3250,西鉄バス,西鉄バス・７・普通・西鉄筑豊・直方行,1,18
3253,西鉄バス,西鉄バス・５１・普通・明治通・天神行,23,31
3254,西鉄バス,西鉄バス・５１・普通・明治通－天神－県庁・九大病院行,23,32
3255,西鉄バス,西鉄バス・５１・普通・柏原営行,7,21
3258,西鉄バス,西鉄バス・５１・普通・明治通－天神－県庁・吉塚営行,2,12
3267,西鉄バス,西鉄バス・特急・飯塚－堀池・天神行,12,17
3268,西鉄バス,西鉄バス・特急・福岡県立大学行,14,19
327,西鉄バス,西鉄バス・１７・普通・城南－渡辺通一・博多駅行,23,28
3270,西鉄バス,西鉄バス・特急・飯塚－新飯塚駅－烏尾トンネル・西鉄後藤寺行,20,13
3279,西鉄バス,西鉄バス・３・普通・明治坑行,41,37
3281,西鉄バス,西鉄バス・３・普通・愛宕団地・飯塚オートレース場行,41,33
3283,西鉄バス,西鉄バス・３・普通・イオン穂波－潤野・明星寺団地行,2,9
3291,西鉄バス,西鉄バス・２・普通・赤坂橋行,21,18
3292,西鉄バス,西鉄バス・２・普通・坂の下行,20,14
3293,西鉄バス,西鉄バス・２・普通・伊川温泉・新飯塚駅行,7,14
3297,西鉄バス,西鉄バス・２・普通・伊岐須－飯塚－新飯塚・西鉄飯塚営行,11,15
3299,西鉄バス,西鉄バス・２・普通・飯塚－九工大・西相田行,6,18
330,西鉄バス,西鉄バス・１７・普通・早良営行,10,23
3300,西鉄バス,西鉄バス・２・普通・飯塚－新飯塚・西鉄飯塚営行,10,15
3301,西鉄バス,西鉄バス・２・普通・西相田行,4,11
3303,西鉄バス,西鉄バス・２・普通・飯塚－九工大・西相田行,25,18
3304,西鉄バス,西鉄バス・６８・普通・西鉄筑豊・ＪＲ遠賀川駅行,48,44
3306,西鉄バス,西鉄バス・５５・普通・スピナラソリエ高見店行,14,10
3307,西鉄バス,西鉄バス・７７・普通・産業医大－折尾駅－則松－下上津役・香月営行,23,29
3308,西鉄バス,西鉄バス・７７・普通・産業医大－折尾駅－則松－下上津役・小嶺車庫行,24,27
3309,西鉄バス,西鉄バス・７７・普通・香月営行,8,15
331,西鉄バス,西鉄バス・１７・普通・六本松－薬院・博多駅行,11,26
3310,西鉄バス,西鉄バス・７７・普通・折尾駅西口－則松－三ケ森－下上津役・小嶺車庫行,7,11
3315,西鉄バス,西鉄バス・８０・普通・本城西団地・学研都市ひびきの行,26,19
3316,西鉄バス,西鉄バス・８２・普通・八幡西郵便局－萩原小・引野方面行,27,35
3317,西鉄バス,西鉄バス・８０・普通・本城西団地・学研都市ひびきの行,41,38
3324,西鉄バス,西鉄バス・７・普通・大橋駅行,7,9
3325,西鉄バス,西鉄バス・４－１・普通・宇美営行,25,20
3335,西鉄バス,西鉄バス・２・普通・牧山－沖台通り・ＪＲ戸畑駅行,15,19
3343,西鉄バス,西鉄バス・１・普通・上貫－貫小－津田第二・下曽根駅南口行,10,12
3344,西鉄バス,西鉄バス・１・普通・弥生が丘営行,23,20
3350,西鉄バス,西鉄バス・３・普通・上横代－サンリブ・安部山公園行,8,6
3351,西鉄バス,西鉄バス・３・普通・湯川中前・安部山公園行,7,12
3352,西鉄バス,西鉄バス・３・普通・上横代－サンリブ－安部山公園・城野駅行,4,12
3353,西鉄バス,西鉄バス・３・普通・安部山公園－サンリブ－上横代・舞ケ丘団地行,23,19
3356,西鉄バス,西鉄バス・１０・特快・連節バス－沼小前・恒見営行,13,15
3359,西鉄バス,西鉄バス・３４・普通・北方－山手一・志徳団地北行,18,19
3370,西鉄バス,西鉄バス・７４・普通・筑鉄中間－弥生－大辻・香月営行,7,19
3372,西鉄バス,西鉄バス・７４－１・普通・則松－泉ケ浦－永犬丸西・香月営行,18,34
3375,西鉄バス,西鉄バス・７４－１・普通・則松－皇后崎・西鉄黒崎ＢＣ行,13,31
3377,西鉄バス,西鉄バス・７４－１・普通・則松－泉ケ浦－養福寺・引野口行,35,39
3380,西鉄バス,西鉄バス・普通・ふれあい通り・西鉄黒崎ＢＣ行,3,2
3382,西鉄バス,西鉄バス・７４－１・普通・則松－皇后崎・西鉄黒崎ＢＣ行,20,22
3386,西鉄バス,西鉄バス・７３・普通・花尾町－祇園三・ＪＲ八幡駅行,31,27
3388,西鉄バス,西鉄バス・１９・普通・下曽根駅北口－寺迫口・九州労災病院行,40,29
3389,西鉄バス,西鉄バス・特急・香春町役場行,29,31
3392,西鉄バス,西鉄バス・１－２・普通・光陽台六行,17,17
3394,西鉄バス,西鉄バス・１－２・普通・福間海岸－東町・津屋崎橋行,2,11
3396,西鉄バス,西鉄バス・１－１・普通・ＪＲ福間駅行,14,14
3399,西鉄バス,西鉄バス・１－１・普通・津屋崎橋行,13,10
3407,西鉄バス,西鉄バス・１・普通・徳力団地南－ハローデイ徳力・中谷行,1,5
3410,西鉄バス,西鉄バス・１・普通・中谷行,34,28
3427,西鉄バス,西鉄バス・普通・早良営行,4,5
3428,西鉄バス,西鉄バス・１２・普通・小倉南区役所方面行,16,19
3430,西鉄バス,西鉄バス・９０・普通・中央二－枝光駅－戸畑駅・若松駅行,34,39
3431,西鉄バス,西鉄バス・１４３・普通・三萩野－歯大前－松尾町－都高・香月営行,24,30
3433,西鉄バス,西鉄バス・４６・普通・松尾町－歯大前－三萩野－小倉駅ＢＣ・砂津行,6,9
3434,西鉄バス,西鉄バス・４３・普通・スピナラソリエ高見店行,9,26
3439,西鉄バス,西鉄バス・４５・普通・小倉記念病院行,3,24
3440,西鉄バス,西鉄バス・４５・普通・山田緑地行,4,9
3441,西鉄バス,西鉄バス・４５・普通・岩鼻－木町－ソレイユ－魚町・小倉駅ＢＣ行,33,37
3442,西鉄バス,西鉄バス・４５・普通・南方三－長行台・中谷行,44,38
3444,西鉄バス,西鉄バス・６０・普通・淡島神社－伊川・恒見営行,10,11
3445,西鉄バス,西鉄バス・２８・普通・南小倉駅－井堀－浅生通・ＪＲ戸畑駅行,1,6
3448,西鉄バス,西鉄バス・２７・普通・小倉駅ＢＣ－明和町－黒原－湯川新町三・舞ケ丘団地行,9,22
3449,西鉄バス,西鉄バス・２７・普通・ＪＲ戸畑駅行,7,23
3450,西鉄バス,西鉄バス・２７・普通・井堀－南小倉駅－ソレイユ・砂津行,6,12
3454,西鉄バス,西鉄バス・８・普通・室見団地・室住団地行,11,12
3455,西鉄バス,西鉄バス・２０３・普通・室住団地行,1,2
3456,西鉄バス,西鉄バス・６８・普通・博多駅行,1,4
3467,西鉄バス,西鉄バス・７３・普通・二又瀬・流通Ｃ公園前行,6,13
3470,西鉄バス,西鉄バス・１－７・普通・姪浜駅南口行,27,19
3478,西鉄バス,西鉄バス・普通・竹下・ららぽーと福岡行,3,2
3479,西鉄バス,西鉄バス・Ｌ・普通・ららぽーと福岡行,7,13
348,西鉄バス,西鉄バス・３・普通・陽光台行,29,42
3480,西鉄バス,西鉄バス・４４・普通・山王－博多駅－住吉・天神行,4,6
3483,西鉄バス,西鉄バス・Ｌ・普通・山王・ららぽーと福岡行,3,12
3484,西鉄バス,西鉄バス・４６・普通・宮竹・西鉄井尻駅行,10,17
3486,西鉄バス,西鉄バス・４６・普通・宮竹・西鉄井尻駅行,6,8
3487,西鉄バス,西鉄バス・６３・普通・淡島神社－伊川・柄杓田行,14,14
3488,西鉄バス,西鉄バス・６０・普通・淡島神社－伊川・恒見営行,23,21
3489,西鉄バス,西鉄バス・５６・普通・ジアウトレット北九州行,11,17
3490,西鉄バス,西鉄バス・６０・普通・恒見営行,1,2
3491,西鉄バス,西鉄バス・７４・普通・門司駅－原町－魚町・青葉車庫行,29,33
3492,西鉄バス,西鉄バス・６３・普通・竪町－魚町－原町－門司駅－大川橋・淡島神社前行,2,3
3493,西鉄バス,西鉄バス・７７・普通・ＪＲ門司駅行,15,26
3495,西鉄バス,西鉄バス・８３・普通・魚町－竪町－井堀－浅生通・ＪＲ戸畑駅行,4,7
3496,西鉄バス,西鉄バス・５４・普通・スピナラソリエ高見店行,16,11
3497,西鉄バス,西鉄バス・４４・普通・天籟寺－大谷通－大蔵・スピナラソリエ高見店行,30,24
35,西鉄バス,西鉄バス・１１・普通・薬院駅－六本松－中村高－昭代・藤崎行,13,19
3506,西鉄バス,西鉄バス・普通・国道陣の原－皇后崎・西鉄黒崎ＢＣ行,8,14
3509,西鉄バス,西鉄バス・５０・普通・茶屋の原団地・筑鉄香月行,23,17
351,西鉄バス,西鉄バス・３・普通・明治通－天神－西新・早良営行,32,42
3512,西鉄バス,西鉄バス・４・普通・曽根中－日豊団地・昭和池入口行,25,17
3513,西鉄バス,西鉄バス・４０Ｌ・普通・山王一－那珂五・板付七行,1,14
3515,西鉄バス,西鉄バス・４０Ｌ・普通・那珂五－山王・博多駅行,8,17
3516,西鉄バス,西鉄バス・４０・普通・弥生小前－山王・博多駅行,7,13
3517,西鉄バス,西鉄バス・３０１・普通・天神－住吉・博多駅行,10,17
3520,西鉄バス,西鉄バス・１４０・普通・茶山－六本松－美術館－明治通り・天神行,2,3
3530,西鉄バス,西鉄バス・１－２・普通・みなと香椎－こども病院－御幸町・千早駅行,4,6
3535,西鉄バス,西鉄バス・４６・普通・博多駅行,7,11
3536,西鉄バス,西鉄バス・９０・普通・博多埠頭行,12,16
3537,西鉄バス,西鉄バス・４６Ｌ・普通・ららぽーと福岡行,1,2
3543,西鉄バス,西鉄バス・１・普通・新室見－壱岐農協前－橋本・野方行,10,23
3545,西鉄バス,西鉄バス・１－５・普通・新室見－中村－拾六町団地・野方行,10,21
3546,西鉄バス,西鉄バス・１・普通・橋本駅・金武車庫行,5,10
3547,西鉄バス,西鉄バス・普通・イオン－ゆめタウン・まちなか循環行,21,9
3548,西鉄バス,西鉄バス・普通・イオン－ゆめタウンカホテラス・まちなか循環行,14,11
3552,西鉄バス,西鉄バス・７７・普通・三ケ森－則松－折尾駅・学研都市ひびきの行,11,15
3554,西鉄バス,西鉄バス・５７・普通・竹末・的場町・永犬丸方面行,30,27
3555,西鉄バス,西鉄バス・５７・普通・北筑高・永犬丸行,1,2
3556,西鉄バス,西鉄バス・２・普通・弥生が丘営行,19,16
3558,西鉄バス,西鉄バス・５・普通・沼団地－寺迫口－下曽根駅－労災病院・下曽根駅方面行,20,17
356,西鉄バス,西鉄バス・９３・普通・脇山口－荒江－野芥－早寿園・四箇田団地行,21,25
3560,西鉄バス,西鉄バス・７・普通・沼団地－寺迫口－下曽根駅－労災病院・下曽根駅方面行,27,21
3565,西鉄バス,西鉄バス・１０・普通・湯川－三萩野－小倉駅ＢＣ・砂津行,6,18
3567,西鉄バス,西鉄バス・２・普通・南金武・金武車庫行,3,10
3568,西鉄バス,西鉄バス・３０６・普通・次郎丸－都高－シーホーク通過・藤崎・博多駅行,10,14
3571,西鉄バス,西鉄バス・３０６・普通・医療Ｃ前－都高－シーホーク通過・藤崎・博多駅行,6,10
3572,西鉄バス,西鉄バス・３０６・普通・ペイペイドーム－都高－シーホーク通過・博多駅行,3,5
3573,西鉄バス,西鉄バス・Ｗ１・普通・天神－都高・福岡タワー行,1,3
3574,西鉄バス,西鉄バス・５・普通・住吉・博多駅行,2,4
3579,西鉄バス,西鉄バス・４７・普通・大橋－片縄・那珂川営行,12,28
358,西鉄バス,西鉄バス・３・普通・脇山口・早良営行,8,11
3580,西鉄バス,西鉄バス・９９・普通・石城町－国際Ｃ・博多埠頭行,48,39
3583,西鉄バス,西鉄バス・９－１・普通・西鉄久留米行,12,13
3586,西鉄バス,西鉄バス・９・普通・千本杉・西鉄久留米行,1,2
3588,西鉄バス,西鉄バス・９－１・普通・西鉄久留米行,14,27
3589,西鉄バス,西鉄バス・２５Ｉ・都高・ＩＣランプ－都高・天神行,13,12
3591,西鉄バス,西鉄バス・Ｗ１・普通・天神・大橋駅行,5,8
3592,西鉄バス,西鉄バス・６・普通・３号線－古賀駅東口東医療Ｃ・舞の里行,2,3
3593,西鉄バス,西鉄バス・６・普通・３号線－市役所・古賀駅東口行,2,3
3594,西鉄バス,西鉄バス・６・普通・東医療Ｃ－古賀駅東口－３号線・グリーンパーク古賀行,1,26
3597,西鉄バス,西鉄バス・３００・普通・天神－住吉・博多駅行,15,20
3602,西鉄バス,西鉄バス・７・普通・もちだんご村モール・永満寺行,29,21
3603,西鉄バス,西鉄バス・６・普通・北方－三萩野－平和通・砂津行,15,14
3604,西鉄バス,西鉄バス・４－１・普通・宇美駅・宇美営行,27,24
3606,西鉄バス,西鉄バス・普通・ＪＲ博多南駅行,2,3
3607,西鉄バス,西鉄バス・５０４・普通・壱岐農協前－橋本・野方行,1,7
3608,西鉄バス,西鉄バス・５２５・普通・中村－拾六町団地・野方行,7,14
3609,西鉄バス,西鉄バス・２０８・普通・原－有田－木の葉モール橋本前・野方行,7,18
3610,西鉄バス,西鉄バス・２０５・普通・福重－中村－拾六町団地・野方行,7,41
3615,西鉄バス,西鉄バス・５０５・普通・中村－拾六町団地・野方行,4,10
3616,西鉄バス,西鉄バス・５２６・普通・生松台団地・野方行,21,30
3617,西鉄バス,西鉄バス・３０６・普通・ペイペイドーム－都高－シーホーク通過・博多駅行,1,2
3627,西鉄バス,西鉄バス・２５Ｂ・普通・香椎浜ランプ・天神行,17,19
3629,西鉄バス,西鉄バス・２２Ｂ・普通・病院－都高－昭和通・天神行,7,13
3632,西鉄バス,西鉄バス・２３Ｎ・普通・下原行,34,31
3640,西鉄バス,西鉄バス・普通・牧の鼻・香椎花園行,13,11
3643,西鉄バス,西鉄バス・２２Ｎ・普通・香椎参道－八田団地・土井営行,5,17
3644,西鉄バス,西鉄バス・４－１・普通・箱崎ふ頭－名島駅－千早駅－八田団地・土井営行,9,8
3647,西鉄バス,西鉄バス・２・普通・千早駅－香椎浜南公園・香椎照葉五行,21,14
3649,西鉄バス,西鉄バス・４－１・普通・名島駅－箱崎ふ頭昭和通・天神行,24,37
3653,西鉄バス,西鉄バス・２８・普通・青葉台口－香椎参道名島－昭和通－天神・大濠公園行,18,31
3658,西鉄バス,西鉄バス・２２・普通・西鉄二日市駅行,11,9
3660,西鉄バス,西鉄バス・３・普通・東医療Ｃ－古賀駅－青柳四ツ角・薦野行,29,37
3662,西鉄バス,西鉄バス・快速・北九州空港行,2,2
3663,西鉄バス,西鉄バス・５１・普通・北九州臨空産業団地・北九州空港行,10,7
3667,西鉄バス,西鉄バス・直行・博多駅行,3,2
3669,西鉄バス,西鉄バス・普通・博多駅行,3,3
3676,西鉄バス,西鉄バス・１－２・普通・福間海岸－東町・津屋崎橋行,18,15
368,西鉄バス,西鉄バス・３・普通・陽光台行,4,3
37,西鉄バス,西鉄バス・１１・普通・博多駅－薬院駅－六本松－昭代・藤崎行,16,26
387,西鉄バス,西鉄バス・３・普通・西新－明治通・天神・博多駅行,6,4
390,西鉄バス,西鉄バス・３・普通・脇山口－西南中高前・福岡タワー行,7,6
40,西鉄バス,西鉄バス・３１２・普通・医師会館－百道ＲＰ都高－呉服町ＲＰ・博多駅行,8,12
402,西鉄バス,西鉄バス・９５・普通・福大病院・片江営行,10,13
43,西鉄バス,西鉄バス・３００・普通・博物館南口－名柄団地・能古渡船場行,7,13
430,西鉄バス,西鉄バス・１６・普通・城南－渡辺通一・博多駅行,18,26
437,西鉄バス,西鉄バス・６４・普通・長住－野間－百年橋・博多駅行,8,27
438,西鉄バス,西鉄バス・６４・普通・野間－百年橋・博多駅行,12,26
439,西鉄バス,西鉄バス・６４・普通・油山団地・福大病院行,15,22
44,西鉄バス,西鉄バス・３０１・普通・天神－住吉・博多駅行,13,24
440,西鉄バス,西鉄バス・６４・普通・百年橋－野間－長住・片江営行,7,13
442,西鉄バス,西鉄バス・９４・普通・城南区役所－鳥飼－西新・福岡タワー行,20,19
460,西鉄バス,西鉄バス・５８・普通・桧原営行,41,26
467,西鉄バス,西鉄バス・１５２・普通・長住－松本池・桧原営行,7,13
469,西鉄バス,西鉄バス・１５１・普通・柏原営行,1,2
472,西鉄バス,西鉄バス・１５２・普通・天神－清水町－野間－長住・桧原営行,6,10
473,西鉄バス,西鉄バス・８０・普通・中央埠頭行,4,5
483,西鉄バス,西鉄バス・５７・普通・赤坂門－天神・博多駅行,9,16
485,西鉄バス,西鉄バス・５６・普通・明治通－天神－赤坂門－動物園－小笹・桧原営行,12,18
486,西鉄バス,西鉄バス・５６・普通・動物園－赤坂門・天神行,1,2
487,西鉄バス,西鉄バス・５６・普通・柏原営行,16,26
488,西鉄バス,西鉄バス・５６・普通・赤坂門・天神行,5,12
489,西鉄バス,西鉄バス・５７・普通・明治通－天神－赤坂門－桜坂－小笹・柏原営行,30,31
502,西鉄バス,西鉄バス・５７・普通・桧原営行,1,2
504,西鉄バス,西鉄バス・５６・普通・動物園前－小笹・柏原営行,16,24
505,西鉄バス,西鉄バス・５７・普通・柏原営行,2,4
509,西鉄バス,西鉄バス・１３・普通・博多駅行,30,39
511,西鉄バス,西鉄バス・１・普通・吉塚営行,10,19
512,西鉄バス,西鉄バス・１３・普通・六本松－観光道路－南片江・片江営行,27,34
513,西鉄バス,西鉄バス・１３・普通・美術館・天神行,2,4
520,西鉄バス,西鉄バス・１３・普通・六本松－観光道路・桧原営行,8,10
521,西鉄バス,西鉄バス・１３・普通・油山団地－南片江・片江営行,1,8
523,西鉄バス,西鉄バス・６７・普通・野間－百年橋・博多駅行,3,5
524,西鉄バス,西鉄バス・６７・普通・長住－野間－百年橋・博多駅行,3,9
525,西鉄バス,西鉄バス・６５・普通・那の川－渡辺通一－住吉・博多駅行,3,7
527,西鉄バス,西鉄バス・６７・普通・百年橋－野間－長住・柏原営行,3,7
528,西鉄バス,西鉄バス・６５・普通・自動車免許試験場・桧原営行,10,14
529,西鉄バス,西鉄バス・６９・普通・百年橋・博多駅行,14,22
53,西鉄バス,西鉄バス・５・普通・住吉・博多駅行,15,25
530,西鉄バス,西鉄バス・６９－１・普通・百年橋・博多駅行,12,20
532,西鉄バス,西鉄バス・６９・普通・小笹・桧原営行,13,22
534,西鉄バス,西鉄バス・６９－１・普通・藤崎行,8,28
535,西鉄バス,西鉄バス・５５・普通・寺塚－平和一・天神行,8,16
536,西鉄バス,西鉄バス・５５・普通・平和一・天神行,5,13
543,西鉄バス,西鉄バス・１１３・快速・六本松－国体道路・博多駅行,14,20
544,西鉄バス,西鉄バス・１１３・普通・油山団地・片江営行,10,14
545,西鉄バス,西鉄バス・１１３・普通・油山－観光道路－六本松－国体道路・博多駅行,16,21
546,西鉄バス,西鉄バス・１１３・普通・油山団地・片江営行,6,14
556,西鉄バス,西鉄バス・１・普通・吉塚営行,4,8
557,西鉄バス,西鉄バス・５２－１・普通・長住－寺塚－野間－赤坂門・天神行,12,23
558,西鉄バス,西鉄バス・５２・普通・松本池・桧原営行,9,27
562,西鉄バス,西鉄バス・５２－１・普通・野間－寺塚－長住－松本池・桧原営行,9,15
592,西鉄バス,西鉄バス・８８・普通・博多駅－国際会議場前－マリンメッセ前・中央埠頭行,16,34
593,西鉄バス,西鉄バス・５０・普通・薬院駅－渡辺通一－住吉・博多駅行,7,19
618,高速バス,高速バス・西鉄バス・いとうづ号・砂津行,4,2
632,高速バス,高速バス・西鉄バス・福岡－行橋線・西鉄天神高速バスターミナル行,1,5
634,西鉄バス,西鉄バス・２３・普通・昭和通・天神行,14,29
656,西鉄バス,西鉄バス・２５Ａ・普通・志賀島小前行,37,34
657,西鉄バス,西鉄バス・２１Ａ・普通・雁の巣ＲＣ行,1,5
664,西鉄バス,西鉄バス・２１Ｂ・普通・ＩＣ－都高・天神行,10,14
665,西鉄バス,西鉄バス・２１Ａ・普通・昭和通・天神行,6,12
729,西鉄バス,西鉄バス・７３・普通・八田団地・土井営行,7,15
735,西鉄バス,西鉄バス・２４Ｃ・普通・八田団地－松島五－天神北ランプ・天神行,10,16
746,西鉄バス,西鉄バス・７２Ｃ・普通・多々良・土井団地行,11,11
748,西鉄バス,西鉄バス・７２Ｃ・普通・流通Ｃ－松島五－昭和通・天神行,11,11
765,西鉄バス,西鉄バス・２８Ｂ・普通・青葉台入口・土井団地行,17,21
768,西鉄バス,西鉄バス・２７・普通・香椎参道－名島－昭和通－天神・大濠公園行,22,34
790,西鉄バス,西鉄バス・３６・普通・妙見－昭和通・天神行,42,41
793,西鉄バス,西鉄バス・３２・普通・原田橋行,14,30
794,西鉄バス,西鉄バス・３２・普通・志免－亀山－空港通・博多駅行,13,28
796,西鉄バス,西鉄バス・３２・普通・亀山－空港通・博多駅行,13,27
797,西鉄バス,西鉄バス・３３・普通・志免－上宇美・障子岳行,27,27
